[로그 시작] 클라이언트 1 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression1.txt
[761번 수식 전송]: 3*8+10-7/10/5/6/1+9-5-10*8-3/10+5-1*4/9+6*9+3/4-4/6-2-9-5+2-6+5-2-9+3-10*2+9*6*3/2/1*8/10+1*6/2
[754번 결과 수신]: 349.84722222222223
[762번 수식 전송]: 6-7-10+9-8/5/6/5-5/8-3*3+5-1*4*1+9+8/5/6+7*8-5+5/9-7-10-7/7-9/7-3/4*2/8*7+5/10+10-10
[755번 결과 수신]: -1167.8333333333333
[763번 수식 전송]: 2+5-4/9*5*5+2/9/9+10/7-1*2/6*10-6-9/1/9+4*4/1/10/3*6*1-4-5/3-10-3/6+7*9/9+7*3*1+2/7/8/9+10*5*6+4
[756번 결과 수신]: -10.624603174603177
[764번 수식 전송]: 6*7*9*4-6+8*9*4*10/1-5/4*3-4/2+10+7/9*8+6*9/10+5+7+6*4*7-2-9*7/9+6/2-9+7-3/8+5*5*9+10+1+5/8+3*4/6+4+2*1
[757번 결과 수신]: -1008.3849206349207
[765번 수식 전송]: 5*6*10+5/4-1*1-5+10+8+10*3-10*5*1+2-4/9/5+9/9+5/9-5+4+1*4-7/9+5*6+5/8+4*10*6/10-10-8-10*6+2+4+5*8/6/2+6-6
[758번 결과 수신]: 3.1316326530612244
[766번 수식 전송]: 2/5*9+1/8+3+1+9/7*3+1-3/2*4+3+3*7
[759번 결과 수신]: 463.8452380952382
[767번 수식 전송]: 5-7/9-8-6+1+3/9/3/9*7-8*3*10-1+4-7-7-10-8*4/2/8/4/5/8+4*1-3-2+5/2+8+10*8/5*6-10/5+1+9-9
[760번 결과 수신]: -99.40833333333333
[768번 수식 전송]: 3/5+8-1/9*2*6/10-3*6/5/3
[761번 결과 수신]: 41.11555555555556
[769번 수식 전송]: 5+5*8+4/10-4*8+9+2-6-6+3+7-8-6/7*7/2+2+4-4/2+4-8/2/2+3*1/1+2+10-2+1/6/4-8+8-7-9/2*7*6/2/10+2+1/3*2/8
[762번 결과 수신]: 30.045674603174604
[770번 수식 전송]: 6/4-2*6/6/9/10/9*3*9/2+8/1/3
[771번 수식 전송]: 5-5-9/9/1/6*5/9/7/6*1/7/9+8+1/7/5*2/3-7-3-1+9-6+1+7/9*6/10*3/8*2/5-6/1/8*8+2/5+5+6*9-5*1
[772번 수식 전송]: 8+7/3+3/10-5+2/8*9+10/2*1/5-10/5+10*4-9+6*7*10-9-5-7/5-8*8+7*8
[763번 결과 수신]: 306.04611992945325
[773번 수식 전송]: 9-3+4*3-3/5+4+10*9/3-2/10-8/7*3+2*9-6*3*5*6*10*6+8-4*5/8-4-3/5*2*5-1/6+10*6/5/1*8-4*3*7+5+1/2/7-3
[764번 결과 수신]: 4818.122222222222
[774번 수식 전송]: 10*1+10/8/7/3/1+2*7*3/4-4*7-9-1+7
[765번 결과 수신]: 284.8972222222222
[775번 수식 전송]: 3/8+1-4+7+3/5+10/9-1/2/7+9*3/9*9/2/4-1/1-8+7+4-3+4-3-9*5-10-5+5+6-7+1/10-1-1-4*3
[766번 결과 수신]: 30.582142857142856
[776번 수식 전송]: 10*1*1+7*3/2-5-8+8/6*2*2+1/5+8/3+6/8*2-6-1-10-9*2*5+7+6-2*2/10+1-10*8-4+1/8+2+10/2-8+4*8-4+3*9
[767번 결과 수신]: -165.20385802469133
[777번 수식 전송]: 9-7-1+10+1+2+8/2*3+5-10-1*8-5-3-4/10-7-4*7-3/3+8/2/8/1*6-10*10-4-2-4/7*6-10+2+3*6+7/4/9+2/10-8-8+3/10/9*10
[768번 결과 수신]: 7.266666666666667
[769번 결과 수신]: 16.075
[778번 수식 전송]: 3/1+6-5+7+1+2+9/6/8-5+3/9*8*6+8-3/7-8/10*10*5-10*6/4+4/8-3+1+7/7/10/8/1/9+10+10*9*2/10
[770번 결과 수신]: 4.133333333333333
[779번 수식 전송]: 8-6+5/8*10-1+3*1-8*4*1*7-9/3/10/6*3*2*6+10-3-1-5-3/5+5-3*8*3+2/10*7*1/9/3/10+9+8+9/10
[771번 결과 수신]: 49.48901262562639
[780번 수식 전송]: 3/4+9-4/9-1/5-3*8-5-9/3+6*3
[772번 결과 수신]: 434.48333333333335
[781번 수식 전송]: 7+6+5+7/8-5/10*2/10+7*10+1-5/7
[782번 수식 전송]: 8/7*2/2-9+4-3*7-3*3+2*10-2-3*10+8+8
[773번 결과 수신]: -32324.823809523812
[774번 결과 수신]: -10.44047619047619
[783번 수식 전송]: 1-6+1*10+7-1+6*7/3*4*2/8+1/7+5/8/3+1+1/8/10*1*10-7/2+2-7+10-3
[784번 수식 전송]: 6/3/9-2+9-7/5*1+3/6+5+6/9
[775번 결과 수신]: -60.51031746031746
[785번 수식 전송]: 4-1-2/4-1*5-8-5/10*9-2*10-5*7-1*1+7+4*4*3-9/6*8
[776번 결과 수신]: -106.07500000000002
[777번 결과 수신]: -143.10079365079363
[786번 수식 전송]: 8/5*6/6+8-6+6-4+5*10+9+2+7*3+3*2/1+9-6
[778번 결과 수신]: 4.260317460317459
[787번 수식 전송]: 2-10-7*4-9/10*5/4-1+5-10
[779번 결과 수신]: -264.2448148148148
[788번 수식 전송]: 7/7/6-8-4-10+3+7-10-1/5+4+10
[780번 결과 수신]: -4.894444444444446
[789번 수식 전송]: 8-4*2-2/8/8/10+6-5+9-6-9/10*3-6*4+8+7/3-10*3
[781번 결과 수신]: 89.0607142857143
[790번 수식 전송]: 4-1*3-5*8-3*3*4/2/10-3/9/4+2*10+7-1-9-1+4*10+9-10*9-9/10-1-5/4+1+1*5+5*2/4-7-3*2-9-3-1*4*9/6-7*9*5
[782번 결과 수신]: -29.85714285714286
[791번 수식 전송]: 7+2+2-6+8*2*4-2+7+6/3+8*2/10-2/2/1/1/6*4+7*7+7/3-1-9-6-2+10+3*10-9*6*2/5-4-8+6*4
[783번 결과 수신]: 24.976190476190474
[792번 수식 전송]: 3+6/4/6/4/2/6-7+7*4/3+9*8-9
[784번 결과 수신]: 11.988888888888889
[793번 수식 전송]: 6*2+1-5+10*1-7-3/7+4-5-4*4*4-10+1/4/7+7-10/9*2+1/2/3/1+4+4/7/7*9+6*7-3+3*1-5+3-3*1*5-7-2-6/7+6
[785번 결과 수신]: -28.0
[794번 수식 전송]: 9*7-10*2/8-9*3+7*3*2-6/2-10-7/6+8*5+5-9/7-1/2*10*5+10*4*10/7*5/4-5+10*9
[786번 결과 수신]: 96.6
[795번 수식 전송]: 3/4-2-7+2-10-2*7-2*8*1-2+5+6
[787번 결과 수신]: -43.125
[796번 수식 전송]: 2+6+2*9+4-2/7-4-5/7-4+1*4+6+7*2/9-1*9/9+2/3-9*2+10-3/9-6/4+8*9/3
[788번 결과 수신]: -8.033333333333331
[797번 수식 전송]: 1/2*1-4*5*6/2+1*3*6+5*3*5-7-3+8+1-5-3-6/1-1-5-5-10-9/9-5+8*5/8+5+5-1*1*10+8*3*8+9*5*6/3-4
[789번 결과 수신]: -42.369791666666664
[798번 수식 전송]: 2*4-7*1+10/8-3-9-9-6/4-5*7+9+7+9*10
[790번 결과 수신]: -406.5333333333333
[799번 수식 전송]: 4/10/8+4/4-10*10-9+1*10+5*2/9+9/1+5*6*3*8-6-1
[791번 결과 수신]: 140.66666666666666
[800번 수식 전송]: 2-5*10*4/2*9+5-4+9*5*9+5+3/9+10-5/10*2*6-9+5+1/7/10*6*9*10*3/1/7*3-7-2-3/9-10+1/4*6-3*6/4*10-10*4/3
[792번 결과 수신]: 68.33854166666667
[801번 수식 전송]: 5-10/6*1/4-8/9+7-7/8-4-9-2*4
[793번 결과 수신]: -33.570861678004526
[802번 수식 전송]: 2/1/3*4/8-8*5/7/3*8/3-9-6/9-3-9-6+8+10
[794번 결과 수신]: 236.47619047619048
[803번 수식 전송]: 5*7+1+4-9+6-10-9*10/7/7+7/6/1*10*6+3+7/9-10/9*8-1-3-7-6-2/7/4+5+6-6/4*7/4*8-2-8-7-5
[795번 결과 수신]: -37.25
[804번 수식 전송]: 4/7/10*1+9*3/6/10+10-10-2-3+7/6*9*3-1*3/9/9*7
[796번 결과 수신]: 46.388888888888886
[805번 수식 전송]: 9/4/1-5/9/2/4-7-3/4/3+8*7-6-2
[797번 결과 수신]: 274.5
[806번 수식 전송]: 1+8*5-3+4+9/9-9-4*9*7+1+3*4-1-5*7
[798번 결과 수신]: 50.75
[807번 수식 전송]: 8/10/8+3+4*4*1*7-7-10-3-2*5/6/4/1/7/9-10-7-9+6-8/2
[799번 결과 수신]: 625.1611111111112
[808번 수식 전송]: 6+9-4+1+9-6-6-8+4/6*4-4*3*3+1*3/7*5/5-6+2+5+8-7+5-9*6-2*8-7*8/3*7-8/8/10*2/4/3*2/7+1/9+6-10+8/7
[800번 결과 수신]: -552.9149659863946
[809번 수식 전송]: 6-3/2+9+3/8+9/2+1+3*2-8*5/9*4*2*5-6/3-1-7
[801번 결과 수신]: -11.180555555555555
[810번 수식 전송]: 3+5*8/10-8-6*10+10-8+9*5+4/3-10/2+9+1*4*2-3-10/4+5/6*1-7-8-3+6/2+5-1*6*8-2/9+10/3-3
[802번 결과 수신]: -14.412698412698411
[811번 수식 전송]: 10+8-5*1-7+9-8/4*8/3/3+8+6/4+5+5*7-7+7+4*7+3*5+10-8-9/3/2-9/10*1-3*8/8/6*9
[803번 결과 수신]: 40.98072562358276
[812번 수식 전송]: 5+9-10+3*7/6*5-9/9-5+1/7+8-6/1+7*4-3/9/1/10-7+7+7+7+4+8/3-5-8+8-3-6
[804번 결과 수신]: 26.747883597883597
[813번 수식 전송]: 4/5*4-4*3/1/7-9-2/7*9+5+6*8+7*6-5-4+3*3-7*3*5/10-5+3+8-2-6*4-5*2*1-7*6*7/8-4/8-9-4+4*5+10
[805번 결과 수신]: 42.93055555555556
[814번 수식 전송]: 10*5/8/10*2/5+3/10-10+2/3+7-10
[806번 결과 수신]: -241.0
[815번 수식 전송]: 1-1*1+8+9-6+2+2/5*2+8/8/6-3/4/1-10+9*8+4*7+6/2*5+3-6-6-7/4+3+3*2*9*8-2*7/4*6*2/7*4+7/9-8+8/9/6*8/10
[807번 결과 수신]: 71.09338624338623
[816번 수식 전송]: 9*3+6*10-5+8+6+5+7-1/5*3*9*4/10+3-6-1
[808번 결과 수신]: -228.32222222222225
[817번 수식 전송]: 9*6+5*4/2+8*6/5+10/10*8-6-3-3
[809번 결과 수신]: -162.40277777777777
[818번 수식 전송]: 2/3/9+9*9/10*1-8/4*10*2-7-4-6-2+1-9+5/8*5/8*7/1*5-3*4*8+1+2+10+1/10/1+2-3/3+7
[810번 결과 수신]: -63.222222222222214
[819번 수식 전송]: 10-7/3/10-3/8/4+4/9-10/1-1*8/3-6-1*9*8-9+2/6+2*9*5*2-8+8/8/1*3-6*5/4/2/7
[811번 결과 수신]: 100.82222222222222
[820번 수식 전송]: 1*4-9/5*8-5+10/7*4+10*7
[812번 결과 수신]: 52.27619047619048
[821번 수식 전송]: 2+8*6+9+4+10-10/2*1+10-2+1-9*8-1-10
[813번 결과 수신]: 24.16428571428571
[822번 수식 전송]: 3+10-6/7-4+8-9+3+8/2/7*10/6-9*8+10+1
[814번 결과 수신]: -11.783333333333333
[823번 수식 전송]: 8/1+3+6/6+4*1+7-8/10+10*6*3+9-10
[815번 결과 수신]: 511.362962962963
[824번 수식 전송]: 6*9/10*1/7-1-7*10/6/9/8*1+10*9/8/2+9*6/1*6+1-1-10*9/7-7*9*1/3-7*4+5+3*9+1*3*10+7-6-8*8*9-8/7
[816번 결과 수신]: 101.84
[825번 수식 전송]: 4/6*7/1-5/10+4+5*10-2+1*4/1-1*3
[817번 결과 수신]: 69.6
[826번 수식 전송]: 4-9/3-10*1-7*8/6-1-3+1-4/1+5-6+5*2-3-9-2/5*6+10+2*5+6-1+9-5*1*2*2+6/7+6
[818번 결과 수신]: -120.05405092592594
[827번 수식 전송]: 9-6-7/6-9*10+7*6/1*10*7*10/6*8/1+5-5*9
[819번 결과 수신]: 85.24831349206349
[828번 수식 전송]: 5/1/7-2/2/5*8+6-4*4+7-3-9-7+6-5*4/7-9/3+7
[829번 수식 전송]: 3-4*4-8*9/1+3/10-4*10*4/6/9+1+9*5+2
[820번 결과 수신]: 60.31428571428572
[830번 수식 전송]: 7*3+2*1*2+10*5-8*9-7/10-3*5+5/10*4-2/2+9/7+1+2*10+7/4+2+7-4*10/6/2-6-3*6+7-10
[821번 결과 수신]: -6.0
[831번 수식 전송]: 9+6/7*7-5-2-10/2/4-3/2*10*2+8/9/4/4-6-4*4/8*9/6+3+10/6/1+9-8+5-8*3*8
[822번 결과 수신]: -49.904761904761905
[832번 수식 전송]: 1/8*9*5-5*9-10+9*2*3-3*5*3*1+8-8/6+10/7+5*4-7/2+7*7*6+1/4-6*3+7*1-5+2-9-7+8/9*2+6*10-10
[823번 결과 수신]: 201.2
[833번 수식 전송]: 3*4*7/7*9*5*10/6+10-9-3*9+6-6*7+9-3+7+4*10*8-2-6-5+1/3*4+3+4/2-7-9+4+1-5*1-9-8+9*1+1*10*10*4
[824번 결과 수신]: -246.76560846560844
[834번 수식 전송]: 5-7+2/3*10*10/7/10+6+2/7-3+3-2*9/10+6*5*2*2/9-1-7*5-3-6+8/6+3*8/2
[825번 결과 수신]: 57.166666666666664
[835번 수식 전송]: 4/4/5+2+5/3+1+8+5+2/6*10*10+8/6*10-5/9-2-4+8/8+1+2/4+3+10*9+10*3+7-9*2*8*9+10*9-8+9*2-5/4*8*2
[826번 결과 수신]: -9.876190476190477
[836번 수식 전송]: 10*9*10/3+3*1+6/10*7-2*6-6+7
[827번 결과 수신]: 39071.833333333336
[837번 수식 전송]: 8/6/1+10+4+6/1*1+5+7*8+10*1-6/10+5+9+10
[828번 결과 수신]: -15.742857142857144
[838번 수식 전송]: 2+5+5-6+2/7+3+2*10/10/1*3+6/10+1*1+5/6*6*6-7-9-8+9*5/7+9-7/2-6/2/7-4*5/8-5/7*10+8-9-6-4+7*4-10
[829번 결과 수신]: -39.662962962962965
[839번 수식 전송]: 4*1/1-9*8/8-3+2+1/8+8*10/4-7-8+10*7*10/6*5-2+3-9
[830번 결과 수신]: -8.997619047619043
[840번 수식 전송]: 1+2-8-6-5-10+1*9+3*4+1/3/6-6/5/4*5/2-3/5*7+1+10*4*1/10*7+5/10-7+3+3*8+2+3/3/3-1*7-7*7/3-10
[841번 수식 전송]: 4*10+8+10*2-2-9/7-8+10+1/7-6/6-5-2/2*3*1/3+10/2-10*1*2-5-6*10*10*9*6+1
[831번 결과 수신]: -213.52777777777777
[842번 수식 전송]: 6*4/7+1-3*9+5+4*3+5-7*9+10*3*6-5/9*1-1+1-5*10*5/9-5*7*10*9*6*5*10/9/9-2-5+7
[832번 결과 수신]: 300.24801587301585
[843번 수식 전송]: 3/4/10/1-3+5*2*2*6*5*10+9+8/9+9*9*1
[844번 수식 전송]: 1/7+6/8-9*6/9+10+10*10-4*6*1*10-3-5/10-7-6+7-7
[833번 결과 수신]: 1540.3333333333333
[845번 수식 전송]: 7*3-4/2+7/4/5-8+8-5*1+9+2*2-5*1-9+7*2*9/3/10/8+1+9-5+7*3+3/6-2/4
[834번 결과 수신]: -14.895238095238096
[846번 수식 전송]: 1-6-8-3-9/5/10-6-8/6+6/10-4+5/6*3/1/5*10/7+1+5*8-3-10-5*2*7*9/1/8/8-3/9*9/7/6+10/8
[835번 결과 수신]: -1025.5222222222224
[847번 수식 전송]: 8-7*10/9/2*3-8*9*1/2*3-7+6/10-8/3/1/7-10+4-1-9-8/7*3-9+10+5/4+9
[836번 결과 수신]: 296.2
[848번 수식 전송]: 10/10-10+8+6+5/7/8/5*1-2/7*5*2*5-2*8-10+5*5*6/9*8-3
[837번 결과 수신]: 115.73333333333335
[849번 수식 전송]: 3*5-5+8+4+1*1-8-4*6+5+6*4-9+1/10-1+2-8*9-8+9+5*10*9*2*5/6/6+3*8*3-4/9-5+7
[838번 결과 수신]: 31.742857142857147
[850번 수식 전송]: 3-1-7+1-4/6*9+9-6+2+1/3/7/1*8+6+1*10*8-3/5+3+7+1*9-4-3+8-4-4-4
[839번 결과 수신]: 574.4583333333334
[851번 수식 전송]: 2+5+8/4+1+7*4+9+8-6/6-1+9+2*10/1/8
[840번 결과 수신]: 8.605555555555558
[852번 수식 전송]: 1-10+4+2/2/6+10-4*10-3-5+9
[841번 결과 수신]: -32359.14285714286
[853번 수식 전송]: 8-5+2-4-4-9*5/3*9/2+7/10/4/5+6-2*3-6*6/1+8+9
[842번 결과 수신]: -11578.571428571428
[854번 수식 전송]: 1/7+1-3/3*6/6-9/5*10+10*2*5-3*4-1+2-8-9*6-10+1*6+3+9-1*7/4+1+6-9*6*4/1*3-6*7+5-2*10+7*5/9
[843번 결과 수신]: 6087.9638888888885
[855번 수식 전송]: 4-4/9/10*5*2*8/1*6/10*6/6-9/7*2+6-7*1-7+6*7-5*9-10
[844번 결과 수신]: -151.60714285714286
[856번 수식 전송]: 2/2/4-10/8*4*9/7-7-10/9*5+6-4+7-2*4+6*7+10+4-1-10*2-7/6-2*1*8+9-5
[845번 결과 수신]: 39.875
[857번 수식 전송]: 4+7-9/2-5*3-5-1+5*4-4/10/4+4*4/2+2+1+7/4-2/10+5/6*4/8-2+1
[846번 결과 수신]: -6.864226190476186
[858번 수식 전송]: 9/5+7+8/10/3-3-10+7+8*2-6*7*7/10+9/2/3+8*6/6/10/8+2/3-4+9/1-10/9/2*10*6/8-6/3
[847번 결과 수신]: -126.62619047619049
[859번 수식 전송]: 8/9+4/5+1/3*1-4/3*6+10*3*7*8+5/1*9-3+2/6/8/7/6+3-9-9*10/2*9*1*4/6*3*4/3*2*7
[848번 결과 수신]: 95.0654761904762
[860번 수식 전송]: 6*3-10+10-9+5+6+9+7/1-10+6/5*4/8-5*6/6+6
[849번 결과 수신]: 139.65555555555554
[861번 수식 전송]: 10+10-7*1+10*1+7/1+2*5*2
[850번 결과 수신]: 88.78095238095239
[862번 수식 전송]: 10*2*1+8+3/6*2*8/7*1-4+2+8/9/2-8-8+10+5*3*7/10+3-10/6+5*9/5/5*7+4+4+4+1
[851번 결과 수신]: 64.5
[863번 수식 전송]: 1-10-3+9*6/6-2*3-1-6-1/4-1*10-2+9*4*1/2-9-4+2*4-4/5/6-9-7*1-8+3+9*3+6-6*10*6
[852번 결과 수신]: -33.833333333333336
[864번 수식 전송]: 10+1*4-7*1+7/1+4/8/5
[853번 결과 수신]: -89.465
[865번 수식 전송]: 1/7/8+1+8+2+2/2*2*2-4*7*3/6+3-9/9-9
[854번 결과 수신]: -678.718253968254
[866번 수식 전송]: 8/2-8*4-7/5-9*3+7/4+8*5+4-4*3/4-4/2+3-3-1+3
[855번 결과 수신]: -21.70476190476191
[867번 수식 전송]: 6+10-1/4+4/6-6+5/5-10/8-8*8+10/2*9-9-1+1/5-2/7+7-6/4+1+8-7+4*1/6/9-5-10*2*4+4*6+6-2-3-7+10+7-6-8-3+6+5
[856번 결과 수신]: 4.099206349206344
[868번 수식 전송]: 8/2-4*1-3/10-3+6/3*2-4+6*2/7/4*6/1/4/7*2+9/7+4+4-10/8/3+10*1/3+10+6/10/3-3/4*1+7+5+1-2*9+7*4
[857번 결과 수신]: 17.366666666666667
[869번 수식 전송]: 2*4*4/3+7/7*10-10*8-2-6*9+8+5/8-9+6+2+7-1-10+1/1+10-1-1-4-10-4-6-4*9*8*2*10+8*2*2+8*6+2*7-9/2-8+3+3
[858번 결과 수신]: -9.233333333333329
[870번 수식 전송]: 10*4+6/8*10/1*10-10/1*8/2/5-10+4-1/3+2*6*8-9*1-1-5/6/8+5-8
[859번 결과 수신]: -13409.976785714285
[860번 결과 수신]: 27.6
[871번 수식 전송]: 10*1+4*4*9+9/7+2/7*1/3+3*2-4/10-10*3/1-1*10/3/8*4-9-7*1+10/1+6*3+10+4+3/7*9/10-5/2+2*9*8*4-5+2/7/7
[872번 수식 전송]: 6-10-1/3+10/10+6-2-8/2-5/4/5/9*5+10*1/9/7+4-10-7/3+2*8+1-9-1+3
[861번 결과 수신]: 50.0
[873번 수식 전송]: 9*4*9*5-8-5*7/3-7*1/3*6*2*2*2/3/7*8-8-5/3+7/7/10*10-8-3+10-3-6/2+5/6/8*5-2/4
[862번 결과 수신]: 59.02063492063492
[863번 결과 수신]: -363.3833333333333
[874번 수식 전송]: 8/2*8/5*6+4-1*1*10/4-2-5+4/2/9+10*6/6
[875번 수식 전송]: 10+3-3-1-1*6-3-2-4+4/4-10+4*8-1/10*3/7*7*2*1-8*1/2*5*8*5-6*8*2/3*2*1*2/8*7
[864번 결과 수신]: 14.1
[876번 수식 전송]: 2/6*4+1/5*7+5/10/4*1*7/6/7*3+1/5*3/4+5-6-2/3-2*3/4*5/1*7
[865번 결과 수신]: -5.982142857142858
[866번 결과 수신]: -13.649999999999999
[877번 수식 전송]: 1/6/6+10/9-6-10/7*8/4/7-1/7/1*7+1-10*10
[878번 수식 전송]: 9*7+7*4+1+4-8/10/8*3*5-6*3+2*3+5*1/3*9*8/6-2*7/5/8-3*8-9*2+2+1
[867번 결과 수신]: -67.34497354497354
[868번 결과 수신]: 41.53605442176871
[879번 수식 전송]: 2-6*10/1+9-8-8/4-7-9-3+10+10/9-3/5*6+2*10-5/9/8*1/8+6/3/7/5
[869번 결과 수신]: -5799.208333333333
[880번 수식 전송]: 9/8-4-4/6-2/7+4*1*1/3-7-4*4-8*6*4+9+7*10+1-6+9-4+2+9-10+10*9/10-5*1*9-5-1/6-5/5*1-2/5-4*5*9-8-1*5-4
[870번 결과 수신]: 183.56250000000003
[881번 수식 전송]: 7/3+6*1+7/1-3+7-2+3+2+10*10/6*4+1+10*4-2/3+5*5-10*1/3-10-5*7+1-8-4*10*3/7/6+1*2*6*6-1+10/4
[871번 결과 수신]: 724.2408163265306
[882번 수식 전송]: 8+10-2/10+4*10*2/9*6/5*6
[872번 결과 수신]: -1.6468253968253972
[883번 수식 전송]: 1/1-2+9-9/2/4-4*1-3/10+8*4*4*2-9/5-8+8/10/1-6-1*4-7/6-9-1
[873번 결과 수신]: 1542.020833333333
[884번 수식 전송]: 7+6/5-1/2/5/1+9+4+8-1-9+1*9*1*6-5-1*4*8-3-1+7+1*10-10-3
[874번 결과 수신]: 43.12222222222223
[885번 수식 전송]: 8/3/4*9*10/2-1-6+3/2-3*9-5*1/1*9*3*4/2-8+6+3*4+3/10-8-10-4/9
[875번 결과 수신]: -895.6
[886번 수식 전송]: 3/6*3*1/8/6*3-4+3+7/7-7+6+6+10*7*5+7+5-4-1/2-9+9-6-1*1*6-4+1-10-8/8-9
[876번 결과 수신]: -51.22083333333333
[887번 수식 전송]: 6-10-7*7/9-4/7+9*10+9/3-1/8/10/6/5/5+8*6/7+3*10/6*7/6*5*7-4/2/3+6+4*2-7
[877번 결과 수신]: -105.26927437641723
[888번 수식 전송]: 4+6*3+6+3-9*5-2+3*8+7-8/9/9+4/4*9-1/5*3+1*10*4*6-10+4/8/8/10
[878번 결과 수신]: 63.150000000000006
[889번 수식 전송]: 4/2/2*7+2/2/5*5+10*3
[879번 결과 수신]: -50.44042658730158
[890번 수식 전송]: 1*2+7+2+7/3/10+7/6+10+1/4*6/1+2/3+5+3+1+3+7*4+2/4/1+4*4/7+8*4/4/10*5/4
[880번 결과 수신]: -377.0607142857143
[891번 수식 전송]: 5-5+2*4*5+7*2+1+6-3+5+1/5+8+4-6/3/10-7+4/1
[881번 결과 수신]: 169.64285714285714
[892번 수식 전송]: 2/8+6*7/8-1-4+7*3+10*4-5/5*5*9+8/4+5-7*7-3*5+5-4-2*8-2/8+2-1/9+2-5/4-1-7/3-4/1-3
[882번 결과 수신]: 81.8
[893번 수식 전송]: 3/10/5/8/10-5-2*8-4+5*9+7
[883번 결과 수신]: 228.40833333333333
[894번 수식 전송]: 7-6/4-4*10/6+6*7+6/6-6-1-1/3-10*1*3*4/5/2/5-3*9*4-2*4*4+2+8-8/3*10/10/2/8/2*2-6+6*8
[884번 결과 수신]: 36.099999999999994
[895번 수식 전송]: 6+9-3/7*9/1+9+10/9+2*6*1/4-3*10+7*4+7+9/5-9/5-3*10-3*10*5*3*7/3+9*3/2/9-1+2*3/3/4-5/6-5*4+3*6*1*10-1
[885번 결과 수신]: -280.64444444444445
[896번 수식 전송]: 5/8*9/10*4+3+9-2*8*1-9*1*5/2/7+7/9*1+2/8*5*3/4-1/9*2/1-7
[886번 결과 수신]: 327.59375
[897번 수식 전송]: 10/6/6/6/3-5*2*8*5+9*3*5*9*2/6+3/2*10/4-3+10+2-7+6+6*9/7-4-9*9/9/1-5-3*3+10+1+6-7-3+1*8+7*7*8/1/4/5-4/1
[887번 결과 수신]: 300.34118650793647
[898번 수식 전송]: 5+6+5/8-7*9/3+2*8/3*5/7/4-2*10-6/1-10-7-3+10/9-5*2+8*2+8*4-10*2+10/5/6+5+9*8-7+8+9+5*1
[888번 결과 수신]: 253.30748456790124
[899번 수식 전송]: 4/2*9/6/4*8/9*3*1+4-10-9-4-4*4+2-5*8/1*7/3/1/4/1-4/1-2/6+8-6-7/3+9/3/7-1-5-2/1
[889번 결과 수신]: 38.0
[900번 수식 전송]: 10/9-10+3-7+3/5-5+10/3-10*3*6-8/5/3*7-2*6/8*1+8/9*3/2/5+3/9*2-2/7
[890번 결과 수신]: 68.35238095238095
[901번 수식 전송]: 7+9+8*4-3+7/2+1*5+5-8-4-6*4
[891번 결과 수신]: 72.0
[902번 수식 전송]: 3+9-9/3/8-5-6+6+6*3/1/7+7
[892번 결과 수신]: -63.44444444444445
[903번 수식 전송]: 6+1*6+8*2/8-4*5-7+10+3/9*3*8-3+8*10-5+4+4/10/5-8+2*1+1/1*10*8-4-7/9
[893번 결과 수신]: 27.00075
[904번 수식 전송]: 5-4/10+9+5-9-1/9*4+8/6*4-8-6+5/9/7/5-1-6/6-9*7+7-8*4/5+5-9/5*10*7+9*2+1*8*1-9-1-9+10*4+5-5-8-6/1+5*8
[894번 결과 수신]: -56.06666666666668
[905번 수식 전송]: 3/9/5/7-2+8/5-6+8+1-4-2-3*5+2-6/2-4+8/4-2+6*8-10+5/6+9+5*7+10
[895번 결과 수신]: -891.5793650793651
[906번 수식 전송]: 2-4+10*9*9*9+5-7/8-7-5*7/5*6*3*8*4+1/9+3-3+3/4*1-10*3-8+8+6+5/6/7*3/6-4+5
[896번 결과 수신]: -10.471230158730158
[907번 수식 전송]: 10*4/8+10+9-2/5-2*4-6*2*1+7+9/3+5/7*10-9-2-8+8/6-5*4-10+2/10-2*9
[897번 결과 수신]: 28.079717813051133
[908번 수식 전송]: 2*2-5-6*6+7-2/3+5-4-3/9*8/5/10+3
[898번 결과 수신]: 57.0218253968254
[909번 수식 전송]: 5/4*7*3-6/6*8+7+1*3-7-4+6/7/8*9/1-1-2+4-3-10+1/9*7+5-3+7+5*7+8*3/8*10-1+8-7/7+6
[899번 결과 수신]: -66.57142857142857
[910번 수식 전송]: 6-2*10+9-7/5/7/4+4-9*8-7+4/7/7*5+7/10-8*2/5-1/5*6/4/4-3*9*9/1*9+6/7-2+7-3+1/9+7
[900번 결과 수신]: -198.5412698412698
[911번 수식 전송]: 7-1/5-10+6/7/6*6*4-10*8/3*3-4-9/8*10+4-10-10*4-7/4-4*7/7/6/9+10+3-7-8/2*10-1+5/2/6/10-9+7-4
[901번 결과 수신]: 22.5
[912번 수식 전송]: 10/4*7+1/1/2+5-3*6*10*4*7+3-9+9*5-5/3/8+1-7/7+7/5-6/1/4+5*9*3/10+2-3-9*1/2+7-7
[902번 결과 수신]: 16.19642857142857
[913번 수식 전송]: 6+5-1/9/2+8+5-1/9+1
[903번 결과 수신]: 150.3022222222222
[914번 수식 전송]: 5*6-9+8+1/8*1*1/6/10*4/8+8/7
