[로그 시작] 클라이언트 2 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression2.txt
[767번 수식 전송]: 7/4*4*3/9-10/1-10-1*9-8+9-2+5-6*4*8*6*1*9*9/5+3+3+8-6/10+1/3*3/4-2/8*3-6-9*1/2/6/3-9+7-2+2*3*8/9
[758번 결과 수신]: 179.9083333333333
[768번 수식 전송]: 9/6-2-3-7*9+6+3+3*7*2/2*5*2/8/2+7*6*6+10*1-10+6-1-5-2-9-4*1+1-1*2+2-5+6/10
[759번 결과 수신]: -528.2
[769번 수식 전송]: 9/7-5*2*9*2*8/1-3/3-2*2/5*1-7+5/1+9-3-3+5-6/1-5/3*1/2+1*8*9
[760번 결과 수신]: 389.4952380952381
[770번 수식 전송]: 1-1+2/6/5-4+4+4+3*4-10*3-8*1+7/6-4/9*9+6+3*7*10-1/10/10/2-4-10+8-3/10-6/7+6/2+9
[761번 결과 수신]: -243.61666666666667
[771번 수식 전송]: 9+3*5-5/9/2*2-8-10-7-8/1*7-9-9-9-8-9-8*8+5*7-9-2-3+2/6
[762번 결과 수신]: -121.01269841269843
[772번 수식 전송]: 5+3/1*4*2*3+4+6/7/2*2/1-2/6/1/7-6-2*5
[763번 결과 수신]: 0.18095238095237992
[773번 수식 전송]: 3/1/2/8-10-9*6/8*4*3+7-7/8
[764번 결과 수신]: -58.05059523809524
[774번 수식 전송]: 9*1*3-2/8+5-9/7-5+4-5*2+6+3-3+6-8*5+5+2-9*8-6+4
[765번 결과 수신]: 115.55714285714285
[775번 수식 전송]: 6/2-10-10*7-1-7-9/2*3/4*7/1/2-9/8/6-5*7/4/2-7+5*7/1+10*8*2-8+3*6*1+2+4
[766번 결과 수신]: 632.7847222222222
[776번 수식 전송]: 3-9/10-2*10-8/7/8*5-7*4/10/5*2-9*9*9-4/8*7/2*5*4*1-8
[767번 결과 수신]: -18677.083333333336
[777번 수식 전송]: 6*7+10-4*3/9*9-10+7-4*9/7+2-9-9+6+1+6*8/9
[768번 결과 수신]: 189.225
[778번 수식 전송]: 10*10-3+5-5*8+2/5/1+1*10/2+5+8*10+6*8/2+6-4*2/9-3/8-6*3+7-3-4*9/8/9-8/10*6/6+1+8/2-2*2-4+4/3*9+2-3*1*10-5
[769번 결과 수신]: -1369.347619047619
[779번 수식 전송]: 5/7*9-9-1-2+2/3+6/3+6*4*5+8*8-6-9-5-9+10*5/6+10/9-5-1+9-9/4+4/2+3
[770번 결과 수신]: 196.07119047619048
[780번 수식 전송]: 9+7+9-10-5+6*10+5*3/3
[771번 결과 수신]: -144.2222222222222
[781번 수식 전송]: 4-3+6-6+5*9-1+4+1*1/8+2+7-4-8/4*9-4*7+9+5/2-6*9/2/4-4+7*6*8*3+6-5*8/10*2*1+2+10*5/3*5*9+10+10*4/2-8+8
[772번 결과 수신]: 65.80952380952381
[782번 수식 전송]: 8+9-6*5/3*7/9-4+5-2-2*5*4-8+3-8/3/1*3-1*10+3-3*4+7/4-3
[773번 결과 수신]: -84.6875
[783번 수식 전송]: 8+10/5+5-6/2-5-5-2/8/10/1*3*2/9*9+10
[774번 결과 수신]: -75.53571428571428
[784번 수식 전송]: 3+7*6+10/7/7-8-5/9+5*7+5/7*5/9-2/7*6+3-4*5*6/10/4*6/10*5*7/3+7+2-9+3/4/8+1-5+5+10/2+2*5
[775번 결과 수신]: 102.625
[785번 수식 전송]: 1-9*2*9*7+5*8+1*10/1+9/5+8+4-2*3*4-3+3*8*3*2+10/1-2+9*10-3-5+6/10
[776번 결과 수신]: -791.7342857142858
[786번 수식 전송]: 10/9/6*1*8*9-9-2+5-8*3*2+1/8-9-3+5*3/1/6*4+7*8*10+2/4*10-5-2/8*3*9
[777번 결과 수신]: 28.190476190476193
[778번 결과 수신]: 141.8361111111111
[787번 수식 전송]: 5+2+8/10*10-4+1*2/9*7*2*10/9-6/9/4*10/5*1
[779번 결과 수신]: 167.28968253968256
[788번 수식 전송]: 8-3+6/10/8*5-3+7-2-1/3*3/3-8*10*3/10-2-2*10+4+4*10-9+5*4/3/4-6+10/7/8
[789번 수식 전송]: 2*4/3+7+6+7+5+4-7+3*6*6*9+8-10+4+3+6*3-4-7+6-3-9/10-4
[780번 결과 수신]: 75.0
[790번 수식 전송]: 2/6-4-8*9*3+7/4-5/5+9-5/8-10*2*3/8/4/1+9
[781번 결과 수신]: 1796.875
[791번 수식 전송]: 6+6+8-3*7*5/2*5/1+6*1+2*2*7-8-3*9-10-7/8/7/9-5
[782번 결과 수신]: -65.02777777777777
[792번 수식 전송]: 5/1-5+5+7*3*7*1+10+3*9+3*9/1/7+7-6/4*6/2+4-6*9-6-9*1+4/7*9*9+6*10*3/4*8*2
[783번 결과 수신]: 11.85
[793번 수식 전송]: 3+6*6*6+4+3-3+2-4+1-4+5+7-4*10/3*1*5-7-2*10*8-4*6*2+7
[784번 결과 수신]: 68.42481575963718
[794번 수식 전송]: 9-8-2*6*9*5/1/3*1+6-7+2+4-6*1/2-7/8+3-3/3+2/6+1-4+2*10*3*2*3*4-8+2+2-8
[785번 결과 수신]: -861.6
[795번 수식 전송]: 5-9*6-1+6/5+10+10+3*8+7/4*10/1/10/1/6-8*7/5+9/2+4+3-1-4/5*10/7-9-7+3/10-3+10-7/1
[786번 결과 수신]: 510.70833333333337
[796번 수식 전송]: 10/8*7+1-6/4/2-8-2*8-10-9+2+5+1/10-1/7*6/1+1-5-3
[787번 결과 수신]: 14.123456790123456
[797번 수식 전송]: 5-2+7+8*8-5/6-4/4-10*6/5-5*9*10+6+2
[788번 결과 수신]: -8.113095238095232
[798번 수식 전송]: 2+3+8-1-6*9-6*10/1+3+3
[789번 결과 수신]: 1006.7666666666667
[799번 수식 전송]: 1/5*5+4*7*6*6+7*10/9-6-10*3/5*7+6+5*3+3-1/8/10/3/7/1+2/5*9/3-2/6+1+4/6/2+2*2
[790번 결과 수신]: -203.41666666666666
[800번 수식 전송]: 5/7*4-4*7+7-4+3+5/6-8/8+3+1-8*9/4*5*10+2*7+8*4/3+2*6/2+10+4
[791번 결과 수신]: -258.5138888888889
[801번 수식 전송]: 6/8/6+5-7/2*10+9*5-9+6+4-2+5/10*8+7*3+5*4-2-2*4+1*1+4/9-7-6*4*4/5*8-9/5/9-8+1+5/4/8-9-10/8*9*3*4+8+8
[792번 결과 수신]: 896.6428571428571
[802번 수식 전송]: 3/10+1+1*1*4-8/4*2+5*9-3/10/8*6*4-7+6+5+5/8*7*6+8-1-1/10*10-9*3/6
[793번 결과 수신]: -44.666666666666686
[803번 수식 전송]: 8*4*8-10+1/6/6+6+8*6*2+1/2+10-1*3+5/5-8+3-10/2*9*10*4*3/9*5/5*3-4*5-10-4/2+6/5/7/5/8/8/8/2+7*9-2-7
[794번 결과 수신]: 1249.4583333333333
[804번 수식 전송]: 6-8+6-9-1/9*2*9/3+5/3*5/5+1-1+10+2*10/4*3/5*1+8+10-8/6-9+8/9/6/7*1/1/8-4
[795번 결과 수신]: -22.05119047619047
[805번 수식 전송]: 6*5*7*2*1+6-2/4+6/3*2-3/3*4-7-9+2*7*5*3/9+1-2*5/6/1+6+2+5*9+6/8+8-8*4-10-7-7+4*3/7*7*9
[796번 결과 수신]: -34.75714285714285
[806번 수식 전송]: 10-5/4/7/5-5+5*4+6*9+5+7/9*9/2+7/1*4/9+2*9*2
[797번 결과 수신]: -381.8333333333333
[807번 수식 전송]: 1-1*5-6*8/7*7-10-6*9-9-3+10-3+5/10-10+10+4+1/1/9/7*9*9+5-10*8*10*9*4/10/9/1*1/9/1-5*2*7+4+4*6+9/3
[798번 결과 수신]: -96.0
[799번 결과 수신]: 998.9771825396826
[808번 수식 전송]: 3-4-5-2/10/6*2-8-8/10+1*6*10+7-4*9/1+7+7*9*7-8-3*4*1+8/7/8/2-10-5*9+10+3+2
[800번 결과 수신]: -870.6428571428572
[809번 수식 전송]: 1-7/2*7/4-2-1/1/2/10-8/8*8-4+7/6-7*5-1-1*5*5-9/1-5*7-3*9-4/8/10-6
[801번 결과 수신]: -245.07430555555555
[810번 수식 전송]: 9+9/9+5-1-2/10+2*3/10*1/4*5*3/7*7+10+2+7*5-7-7-1-7*2*1/6+8+5*6/3-6*5+9
[802번 결과 수신]: 77.15
[811번 수식 전송]: 1+5*4/8+8+6+2+10+2/9/5+8*10+7+8-2*5/8*3*4/6-4+9*5*2/6+2/1/7*1-5+2*4-5*1+7*8/2
[803번 결과 수신]: -1426.4721887400792
[812번 수식 전송]: 1*8/8-5/3/6/6-6-4+8*4*2*2+9+6*1+6*9+7+7+6*10
[804번 결과 수신]: 12.669312169312171
[813번 수식 전송]: 10/8+6*7/5-4-10+4+7+10-6+8
[805번 결과 수신]: 545.9166666666666
[814번 수식 전송]: 8-5+6/3-3+5+10-8+5/10/3*2*9-10*6-7/4+1*10*1*7/6+2+9/10*5/9+2/5-8/7-3*6/7/8-1+5
[806번 결과 수신]: 126.57539682539684
[815번 수식 전송]: 2+5*7*1/1+4+9*4+3/6+8+10/7-7*8*9+1/3-4+9*2-8-8/10-8/6*1-1-5*10-10+2*9-5*3/6*10/5/5/2-7*9
[807번 결과 수신]: -184.76984126984127
[816번 수식 전송]: 7-4-4-4/1*2-9*3*5+1/3/9+10*3+1-3*1+10*2/10/8/2+6-2/4*10*1*10+7+2
[808번 결과 수신]: 404.2047619047619
[817번 수식 전송]: 3+9*9-7/3-8/1*10/6*6/3-5/1/4/10+10-4/8-6+8/3*1/9/3+3-5-4/6*5*2/8-9+10-2/9-10/6*5/7-4/9*1
[809번 결과 수신]: -156.05833333333334
[818번 수식 전송]: 1-7-10+8*7-7/7+2*6+5/7-3/5*5-2-9+9/5/1/8+6+4/7/6+7-10*3+2+8/7*1-9+7-5*1/10+3/1+3+4/6+7-3-4+3+8
[810번 결과 수신]: 42.71666666666666
[819번 수식 전송]: 9/9/7/8*7*2+7+8-6-2+6*4/4-7*4+3+4*5+9+7+5-1*3*10*9+8*4/9-10+7*6/5/5/2+4-7+6-6+5/3/1*9-6/4
[811번 결과 수신]: 159.33015873015873
[820번 수식 전송]: 10+6/4+6-7/1+4/3-2*7+9/8/8*2*6*9/4/8-5*7/4/2*3-3-8/6*4-5/7*3+5+1*10/5+6
[812번 결과 수신]: 261.9537037037037
[821번 수식 전송]: 10-9+8+10+3*7*1-2/4*9+1*10+1-10/6/4*8*1*2+9/7/3-2-7*6*6/5
[813번 결과 수신]: 18.65
[822번 수식 전송]: 9/7/4*9+4-5*5-5+8*1+9/4-3/7+7-5*5-3
[814번 결과 수신]: -32.64761904761905
[823번 수식 전송]: 6*3*1*5+2*9/2/2/2-7/7-7/1/8-7/7*9-7/9*2*8-6*3*10/4/10+8/2*6-3-2-5*6+4+1/2/2*6+1*1*1*3-10/1
[815번 결과 수신]: -519.3714285714286
[824번 수식 전송]: 3-5/9*5-1/2*8+10-5*4-4*4-4+3*3+9+3*9-7-7/2*9+8+8*10*4
[816번 결과 수신]: -150.83796296296296
[825번 수식 전송]: 2-9*6+10/3+2*6-8-10*3*2*10/7*8*2/9/9*10-1+6/1/10+4/4-10/2+1/10*7*10-7/5/8/7-4
[817번 결과 수신]: 54.783289241622576
[826번 수식 전송]: 8+9+2*9*7+3+10+8+1+9/10+3+1-9-4/3-1/4*3/5*10+1-8/6+4-2/7/5/4*8-5*5-10-3/10-10/6-7+9+3-10-9/1/1
[818번 결과 수신]: 39.34404761904762
[827번 수식 전송]: 3+7*5*10+7/3/5-9-10+4-7*9+8/8+2
[819번 결과 수신]: -235.85444444444445
[828번 수식 전송]: 10+7-7+7*4*1-1-7*9*6-3/8/5+2-5+1-9*5-5+4*6/6-8*1-2-9+9/3+3-7/5/7-9*3+6*10/8-1/8/10*9*10/9/6+8*2-2/2
[829번 수식 전송]: 10/5/10*5-7-8-9+9/1/7/1+9/6-4/6/8-5/8-8/9*7-10/7/5-2/9+10+9/5+6-6/2+5/3+5*7*8/1+3+6*1-1-10+4*9
[820번 결과 수신]: -12.293247767857139
[830번 수식 전송]: 5/9-2/8/3/6*1/3-3/3*8/4+3-9+7+3/5+5/3+10/5/1+2/4/6-8*9/7+4/8+4/2+2+4-3*2+8/3-7-8-7/7+8+9+1+2/9-5-5
[821번 결과 수신]: -12.138095238095232
[831번 수식 전송]: 5-5*10+9/8-3*8-8/2-5*4+4
[822번 결과 수신]: -34.285714285714285
[832번 수식 전송]: 4-2-2*5+1/8+1*7-8-4+1-2-6/9/7+10-10+2+9*2+2*5/1/2+6+6+8+7/9+6
[823번 결과 수신]: 51.93055555555556
[833번 수식 전송]: 2/9+7-8*4/7+5+6-7+10-7*7+9+8*6+5+7/2+6/3+9*10-9/9/4*4-5*8*3-10/3/8-9+4*5-10+8-10/3*9*6*1-4/7+7/4+6/9
[824번 결과 수신]: 300.72222222222223
[834번 수식 전송]: 8-1/3/10/9/1/1*4+5*9+8+3-10/4/8*1+10*6+3+9*1/9-1-8*2*8+4*4+1+4/6*6
[825번 결과 수신]: -215.40383597883599
[835번 수식 전송]: 1+1+9+9-6*5*4/8/8/7*1*3+10/1+3+4-4+4*10+5-3*1*1+6+1/6-8*6-2+10*2-1-10-9+4*3+5*8*10+2-1/7/8+1+2*9
[826번 결과 수신]: 110.65238095238092
[836번 수식 전송]: 6*3+1*4*1-4*4*2-2/4/1-10*10+4*2-8*1+6+6-2-5*10-5+1/7-3/5*10/7-2+9*3-5-7*2*2*8*6+1/1-8+1*3-7-7
[827번 결과 수신]: 278.46666666666664
[837번 수식 전송]: 3*3+2-1-3+3-5-3/6-8+1*1/1*6/4
[838번 수식 전송]: 8+5+2/1/3*9*9*10/8*1*1+6-3-9-6-4*10-2
[828번 결과 수신]: -406.7958333333333
[839번 수식 전송]: 1+5/2/10-1+3+8*10*5+6+7/8+8+7+2-10-10*2-5*7*7+4-10-5*4-4+2*2+2*4+7-10+6*6*3/1+5*5*3*9
[829번 결과 수신]: 302.81388888888887
[840번 수식 전송]: 3/2-8/1*2+8/5+1*8-6+8+5+6+7-2-1*8*4-2*8/10+1/10-9-10-2-1*8*10+9+10*9+6*1+5+5-1/5*1+8-10+1+8*4
[841번 수식 전송]: 1/6/1+4*6*5/8/7*4-10/4*4-9/3/4-3-2/9+7*2/6*5*7-6*9*5-8-6*10*7-1/8/8/10
[830번 결과 수신]: -8.995899470899474
[842번 수식 전송]: 1/10+10+5*10+1-2/3/8/1*1
[843번 수식 전송]: 5-7+7+1/2+7*1*4/1/4-4-3*8-6*5-9*9+4/6*7+9+10+8*5-6/9+1-8/8*2-6*1-1+9*6*9
[831번 결과 수신]: -87.875
[844번 수식 전송]: 10*2-8/5/3/6-8/7/4+4/1/3+10/3+4+10*4+4
[832번 결과 수신]: 37.807539682539684
[845번 수식 전송]: 1/2-8+3/6*6/4*2*8-8/6*6/2-8*2/2+4*3*9-8-1*5-9-9/1*7-3+10/3/9*6+7-2+6-8*3-1+8+1*3+5/4*1*4/9/6-6-9-2
[833번 결과 수신]: -165.42063492063494
[846번 수식 전송]: 10*4-2+5-9/3/2-8*9*9+6/7+6+1/3-5/8+10-4*4+10*6+9/9-6/7*4+7+9*9-4-8/5+6*8+8-5+6/10+7
[834번 결과 수신]: 19.672685185185188
[847번 수식 전송]: 1+7*3-2*6+5*2*7+8*5*2/7-6/6/5/4-9/2/1-5/8+3/8+1+9*3*4*10+7+9*5+2/6*10+7+10
[835번 결과 수신]: 463.3452380952381
[848번 수식 전송]: 3-6*2*7/7-1*8/8+3+8-7*8-5+10-4+9+9*2/6*10/1/8*4-5/9-3+8
[836번 결과 수신]: -1498.2142857142858
[849번 수식 전송]: 6/5/3*2/3-4+7-8+9+9+1/5+1*5/5+10-1*4*1+6/8/8/10*1
[837번 결과 수신]: -2.0
[850번 수식 전송]: 1/10/7/8-5-4*1*3+9-1+8-5-3/9/6+5*8+9-9/8*4*6*8-9/9+9/8/5+1-10+9+3/6*7+1+1+8-10*6
[838번 결과 수신]: 26.5
[851번 수식 전송]: 1*8+9+9/6-9+4-5/1-9-9-10+9+7/6+6*5/4-10-8/1/1+4+5/6-9-8/9+7*8*6
[839번 결과 수신]: 914.125
[852번 수식 전송]: 6-1/2+4*7*4*1/5+9*7+4+3-8*8
[840번 결과 수신]: 24.399999999999995
[853번 수식 전송]: 3*3-5-4/2/1/2+4-8+10-2
[841번 결과 수신]: -621.5690228174602
[854번 수식 전송]: 7*2-2/2/9*7-2+10+6*9+5*5-9-6*2*1+5+1+10+3+2+1*3*7*1*6-8-10/3*10+6-4-4+8*1/2*5-2/9
[842번 결과 수신]: 61.016666666666666
[855번 수식 전송]: 7/4+10+7-7-5*10/6/8+7+9-6/9+10*1-6/4/3+2*5*7/10*8*5*5*10*8/10/7*6-4/5*10-2-2+2*9-10/8+3*2*8*3/9*5/10-8/10*1
[843번 결과 수신]: 414.5
[856번 수식 전송]: 8-3-10/10*6/9-7/7-2*4/3/6/7/9/6*10/3/8*7+7*5*9/6/5+9-7*4*10/3+3+1*3/2
[844번 결과 수신]: 72.29206349206349
[857번 수식 전송]: 8-6*6-3+8*2*1-4+9-1-7*4
[845번 결과 수신]: -5.185185185185185
[858번 수식 전송]: 9/6/8+9*4+2+9-9+1/2+10+8/3*6*9*2/2+6+10/2*10*3/10
[846번 결과 수신]: -407.3630952380952
[859번 수식 전송]: 8*7-6-6*7/6+10/7-7/5+5*2+5/5*9-4
[847번 결과 수신]: 1239.9619047619046
[860번 수식 전송]: 4*8-8+3-4*8/8-3-9+8-10*9/4-7-5-8-4-9+6/6/5/7/6/3*7/8/10/1*6/9/5-8+2
[848번 결과 수신]: -25.555555555555557
[849번 결과 수신]: 20.476041666666664
[861번 수식 전송]: 2+2+8*7+5-8/1-2+9/5+3+9/2*9*4*10*1+9-7*6-6/2
[850번 결과 수신]: -220.32876984126986
[862번 수식 전송]: 8*2*4+9+4-1-8+5-4/2/2-6/3+5-6/5-4-9/9*1+2/2+8*7*1-1+2+4/3-7+10*2-8+6/10+3/3-2*10*2+4*1*10+3*2
[863번 수식 전송]: 9*10+10-2*8*8-10*9+8*6*4*5-5-10-6+10+8*5/1/6*5-7+4/9-8-8/3/3/6+3*1+2+8/5-8
[851번 결과 수신]: 311.1111111111111
[864번 수식 전송]: 6-7-3-3/4*9/6/2*4-2*5/7
[852번 결과 수신]: 33.900000000000006
[853번 결과 수신]: 7.0
[865번 수식 전송]: 5/2+3/3+5*8-4*3/10*8-4+6+7/10+10-6+4-10-4-3+2+5-2*9+3/1-7/7-9-3/7*10-3-6+3*10-5*9+9+1+10/1-10+3-2/10/4-2*3
[854번 결과 수신]: 202.66666666666666
[866번 수식 전송]: 5/6+1/4+1*9*5*1*8*2/10*5/10/6*3*2/1+7+2-5/10*10/9/1+7-1-9*8*10-4+9
[855번 결과 수신]: 9647.491666666667
[867번 수식 전송]: 1/1*1-1-2-9/6/7-3+6/8-3*4*2/1*3+9-7/5*3/3+9-10-3
[856번 결과 수신]: -66.0034293552812
[868번 수식 전송]: 10/10+9-4+1/4*10-7*7*3+1-9*7+5/10+4+3+9*6-1+1*3/8*2-7+4/7*7+6*10-8/4*3+4/6/8*7+1/8*6-5*2-8
[857번 결과 수신]: -39
[869번 수식 전송]: 3-9*3+6/1-5/9-7-5+8/7+3*3/7+10-8*4*10+8*10
[858번 결과 수신]: 213.6875
[870번 수식 전송]: 7*9/3+1*3+10+7-7/3-2+6+5+9*9-2-1*8/7/1-9+5
[859번 결과 수신]: 58.02857142857143
[871번 수식 전송]: 1+10+7+5-6*10+4-9+1+3+1*1/9-6-3+3-2*3/8+8*9
[860번 결과 수신]: -42.499981481481484
[872번 수식 전송]: 6*8+9/7-10/3*4-4*8/10-5+2-10+1+10+1-6*2/9*4
[861번 결과 수신]: 1643.8
[873번 수식 전송]: 5+8+2-7*7*4*2+1-4+1*5-9+10+10/6-6+8*1
[862번 결과 수신]: 140.73333333333332
[874번 수식 전송]: 6/6*6-3*5-8-4/10+9+9-4-9-9+6-2*1+9
[863번 결과 수신]: 848.2296296296297
[875번 수식 전송]: 9/6-5-8/3*5/7-8/10*1-6-8/7
[864번 결과 수신]: -7.678571428571429
[876번 수식 전송]: 5*10/1-6+9*5-6/4-5+3*5+9-4+2*6*3*10*4+9*3*6/10/8*5*2+2+10/4*5*10*10-9+2/5/1*2-3-3*5*9/9
[865번 결과 수신]: -11.735714285714284
[877번 수식 전송]: 4*2/1+6/10-1-10/7+7/4/2-6*2/8-5+1-2*4-3*1+7-1+5-9-4/10/3*9*9*1-5/3*4/1*2/7*8+8/7/2-5/4*2
[866번 결과 수신]: -663.4722222222222
[878번 수식 전송]: 6+3*2+2-4*8+5*4*4*5-10*10+10/9+7-10*6+8/3/9/1-2*9/9*10*1*2*5*3-9+10-7*4
[867번 결과 수신]: -72.86428571428571
[879번 수식 전송]: 6-7*1/1-1/1-1-7-1+10*3*2+3+9-5+8+9-9/6/6*2*7/6+5+1-10/3/4/1+8+1-8+6-6*6/9-5+5*1/6+4+4-3/4
[868번 결과 수신]: -104.91666666666667
[880번 수식 전송]: 10-5+10+2/6+4*2*9-7*4-2*8-10*5-8/5/9/5/10*5-7-8*3*8-6+1+8-9/6+7
[869번 결과 수신]: -258.12698412698415
[881번 수식 전송]: 7*5/3/8/5-7+3/4/7*7/6/9+5*4*4*8+3*6+4*5*5*9-6/1+3+3/3/6*5*4-2
[870번 결과 수신]: 121.52380952380952
[882번 수식 전송]: 1+10+3-9-7*1-8-7*8-1*1*6*10-6-3-10/10-6+2*1-8*3*10-9*3+8/9/2*4-8*6
[871번 결과 수신]: 27.361111111111114
[883번 수식 전송]: 7/10+10-4/4-7/8+10+2+5+4+6*6+7/10-1-5-9+2+8*9/5+6-4*5-10
[872번 결과 수신]: 26.419047619047614
[884번 수식 전송]: 2-3*9-1+7/7*1/8*5-7*4*3+10+7-5-6/3-5/4+4-6+2+5+5+10-2-9*2-1/10/6/10+7
[873번 결과 수신]: -370.3333333333333
[885번 수식 전송]: 5-3+2*2+7-2-4-8/7/7*2-10*10-7*6/8+1-9
[874번 결과 수신]: -8.399999999999999
[886번 수식 전송]: 9+3+6/6/8+1+8/1-7+5*5*5/2+1-10-7-10/1*8*6/9-8+9*8-8-10/1/3+5+2/6*3+5/8*7-2+1*7-6+6/6*4*1+8/8/5+8/8/7
[875번 결과 수신]: -13.347619047619048
[887번 수식 전송]: 10/3/9-10*9/1+7-5/8*6+5*5+2
[876번 결과 수신]: 2788.55
[888번 수식 전송]: 8+3-5-7+9/2+2+7+1/5*10*10*1+7/5-3-7+10+4-7-9-2-6+10/1/9+4/3/8*8+9-10*1
[877번 결과 수신]: -35.4202380952381
[889번 수식 전송]: 8/7*1-9+5-7+7*7+10+3+3*9+3*10+6-3*4*8-5*4+7-5/9*9/5/9*4-4+7-4+6*8-2*10*6*9/7-9/4+9/8/1-2/8*7+6/4+3
[878번 결과 수신]: -396.5925925925926
[890번 수식 전송]: 2*7+8/6/2/1-8*5*8+6/5*5/2*9+3*10-10-3+5-8*7-10-5-1*8-4+2-7/4*2+5-2*6*9/8/8/9+6/6+3*2*4/5*3/4
[879번 결과 수신]: 83.66666666666667
[891번 수식 전송]: 7*9+7-5-4*2/2*8-6*6/5*9/9
[880번 결과 수신]: -197.18444444444444
[892번 수식 전송]: 5/5-9+3*5-1+2-10/1+5+9-5-4+6/3-4+1+1-4-4-10*2
[881번 결과 수신]: 1549.638888888889
[893번 수식 전송]: 2/4-2/3/7+10*7*10*1/5+7+10/5-8+6+6/1+5*5+7/3+5-8*1+2+4/2/6/6/5/1+10*8*5
[882번 결과 수신]: -453.22222222222223
[894번 수식 전송]: 4-1/2/4*9/7/7+9+3+10*2*3+7/9*10/2*3-9-9+6*9/6+4/7+4+3-8-10/6/2/4-5*3/6-3-1+4-5-8*10*5
[883번 결과 수신]: 43.92500000000001
[895번 수식 전송]: 10-3+10*4-10+5-6/5-1+7+7+8-9/9-1/6/4-10+5/5-3-4*1/4+2*9-6/7+5+5*8/5*6-10-10+1*9-3/6/1*9+5*5
[884번 결과 수신]: -93.62666666666667
[896번 수식 전송]: 2*6+1/2*5+2*5+6-1*1-2*4+2/5/4*5*2-4-5+4*9-8/7-8-4/4-2+3+6*3-9*4-1+7+5-10*8
[885번 결과 수신]: -106.5765306122449
[897번 수식 전송]: 9*10-5+8-2/10*1-4/9+6+3+2/5*3*10+7+8/2*4+10*1*8-3*3-7*8*1*5+8+8-7-1*3/6/3+3/4-10
[886번 결과 수신]: 73.67619047619046
[898번 수식 전송]: 2/3-2-5*4-10*6*1/7*2+8*5-4+5/6-7*4-8+4-5+1-3*3-7/7-6-9+6-2+9*9*6-3/6+8*3*8/9/3-1
[887번 결과 수신]: -59.37962962962963
[899번 수식 전송]: 4/4+9*2*10*10*10/4/8/2-8+10/8-5+9/8-3*7
[888번 결과 수신]: 15.344444444444441
[900번 수식 전송]: 4-3/3*4+6+2-6+5+10+6+9/4/9*1/7*7/6+5-10/4*5-1-4*3+10+5+7+4*5*6-9-3*9-10+3*10*4*9/4*4
[889번 결과 수신]: -99.96230158730158
[901번 수식 전송]: 5-9+8+2*5+3*5-7-6-8-5*7/5-5*10/10/1/10
[890번 결과 수신]: -331.4208333333333
[902번 수식 전송]: 6/1/3*7+9/8+10-7-9*3-10-10/10/7/9+7+7/5+10*8+9+4/7/6-3+7/1+6*1/9+1/3+9*3/9+3+2+6*3+2/7+2*6+2+4*2+8*3*4
[891번 결과 수신]: 25.8
[903번 수식 전송]: 6/5+2-6*5+7*10+4-6+4/1-9*2*7-6+5/4*7+10+9-10+2*8+2/5-7-10*9*5/8
[892번 결과 수신]: -25.0
[904번 수식 전송]: 6-6*4+2*2*2+1+4+1/4+10+3-3
[893번 결과 수신]: 579.7492063492064
[905번 수식 전송]: 10*3*2*10/10+4-10-6/5+5-1/7-4/3/4*10+8+2+5*10*1+10/8*10/2*6*6+3*10*7/5+1*2-4-6/8-1+2+6-8/9+4-9/8-4*9-7
[894번 결과 수신]: -329.49319727891157
[906번 수식 전송]: 3-7*2-5-9/9*10+5+10+2-10*6*8+10*10/2/9+10+1-9-3-8-4*7/6*7+5*5+9+10*3
[895번 결과 수신]: 127.40119047619046
[907번 수식 전송]: 10-9-3/4+8*7-5+4-2+7-9*7+10/8
[896번 결과 수신]: -46.642857142857146
[908번 수식 전송]: 4+10/7*9*2*7*6/1+5*2+7+1-1*10/5*1-10/2-3*3-1-3*2*3+9-10/3/5*1+1/3+2+6/4*8+7*10*10
[897번 결과 수신]: -73.0611111111111
[909번 수식 전송]: 9+4*3/6/9+5+4+6/9/10-2*5/7/9-1/2-3/10*8+10-7*6
[898번 결과 수신]: 432.968253968254
[910번 수식 전송]: 5+8-9+8*2+1+8-10*4/7*10+6+6+5+8-5*3*2-2*5+8+2/2-8*6
[899번 결과 수신]: 250.625
[900번 결과 수신]: 1178.5416666666667
[911번 수식 전송]: 8-3-7/2/3*7*1+8-6+7+10+6-5+4/4/5/9-8+4*10+10+5*9*1+7/9*4+2-5+3+3/6*10+6
[901번 결과 수신]: 0.5
[912번 수식 전송]: 5*9+10-7+5*7*10-10+1*6*1-4*9-2/4+5+10-4+10-6-10+10+1-3-4-4*6*7+2*4+5+8*5*6*10*3*10/10
[913번 수식 전송]: 4+2-7+3/1-9*4+4+7+10-5-9/2-7-8-7*1/1*6/7/3/9*6*2-9*7+6/4-6/2/10/5+9
[902번 결과 수신]: 227.89007936507937
[903번 결과 수신]: -115.9
[914번 수식 전송]: 10*4-9-5-8/10+4/1-2+7*10
[915번 수식 전송]: 9+1/1+5*5*9*3-9+5/1/7*3+9/4*1*6*3*7-1*5+6
[904번 결과 수신]: 5.25
[916번 수식 전송]: 9+7-6*10/3-7/2-9+2-1+5-6*6/7+8-9*8-1*2/7/5/3/9*4-1/9
[905번 결과 수신]: 344.5599206349206
